Id,Week,Month,StartDate,EndDate,CustomerType,SegmentId,SegmentName,Target Audience,Delivered,Sent,Undelivered,Failed,OPEN,READ,Delivery %,Open %,Read %,Responders,In store Responders,Online Responders,Common Responders,Read and Responders,Read and In store Responders,Read and Online Responders,Read and Common Responders,Responders Sales,In store Responders Sales,Online Responders Sales,Common Responders Sales,Read and Responders Sales,Read and In store Responders Sales,Read and Online Responders Sales,Read and Common Responders Sales,Responders NOBs,In store Responders NOBs,Online Responders NOBs,Common Responders NOBs,Read and Responders NOBs,Read and In store Responders NOBs,Read and Online Responders NOBs,Read and Common Responders NOBs,Points Redeemers,Points Issued,Points Redeemed,Points Redeemers Sales,Points Redeemers Bills,Coupon Redeemers,Coupons Issued,Coupons Redeemed,Coupon Redeemers Sales,Coupon Redeemers Bills,Responders Hit Rate,Responders Hit Rate Offline,Responders Hit Rate Online,Responders Hit Rate Omni,Communication Cost,Reward Cost,Total Cost,Lift,Shift,IncreamentalSales,ROI Without Reward Cost,ROI With Reward Cost,Incremental Hit Rate %
2154,Week 42,October,2025-10-13,2025-10-19,Control,1060,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_puja_stores_oct_1,97,97,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,1549.00,1549.00,,,,,,,2,2,0,,0,0,0,,1,0.00,548.00,5048.00,1,,,,,,2.06,2.06,0.00,,,,,,,,,,
2155,Week 42,October,2025-10-13,2025-10-19,Control,1061,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_chath_stores_oct_1,22,22,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,Week 42,October,2025-10-13,2025-10-19,Control,1062,Winback_P4_Existing_R_bw_13_24_Month_Formal_dusshera_stores_oct_1,202,202,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,Week 42,October,2025-10-13,2025-10-19,Control,1063,,187,187,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,10249.00,10249.00,,,,,,,2,2,0,,0,0,0,,2,211.00,913.00,10249.00,2,,,,,,1.07,1.07,0.00,,,,,,,,,,
2158,Week 42,October,2025-10-13,2025-10-19,Control,1065,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_dusshera_stores_oct_1,99,99,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,Week 42,October,2025-10-13,2025-10-19,Control,1068,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_puja_stores_oct_1,65,65,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,Week 42,October,2025-10-13,2025-10-19,Control,1069,N2R_P2_New_Customer_rest_of_india_oct_1,1421,1421,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,8442.00,8442.00,,,,,,,2,2,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.14,0.14,0.00,,,,,,,,,,
2161,Week 42,October,2025-10-13,2025-10-19,Control,1070,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_chath_stores_oct_1,12,12,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,Week 42,October,2025-10-13,2025-10-19,Control,1071,MVC_P1_MVC_Customers_Chath_Stores_oct_1,8,8,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,6844.00,6844.00,,,,,,,1,1,0,,0,0,0,,0,479.00,0.00,,0,,,,,,12.50,12.50,0.00,,,,,,,,,,
2163,Week 42,October,2025-10-13,2025-10-19,Control,1073,Winback_P4_Existing_R_bw_13_24_Month_Casual_chath_stores_oct_1,58,58,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,Week 42,October,2025-10-13,2025-10-19,Control,1074,MVC_P1_MVC_Customers_who_purchased_suits_jackets_common_stores_oct_1,132,132,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,Week 42,October,2025-10-13,2025-10-19,Control,1075,N2R_P2_New_Customer_puja_stores_oct_1,237,237,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,13916.00,13916.00,,,,,,,2,2,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.84,0.84,0.00,,,,,,,,,,
2166,Week 42,October,2025-10-13,2025-10-19,Control,1076,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_puja_stores_oct_1,102,102,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,Week 42,October,2025-10-13,2025-10-19,Control,1078,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_common_stores_oct_1,54,54,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,Week 42,October,2025-10-13,2025-10-19,Control,1080,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_chath_stores_oct_1,17,17,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Week 42,October,2025-10-13,2025-10-19,Control,1081,Winback_P4_Existing_R_bw_13_24_Month_Formal_chath_stores_oct_1,66,66,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,Week 42,October,2025-10-13,2025-10-19,Control,1082,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_common_stores_oct_1,36,36,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,Week 42,October,2025-10-13,2025-10-19,Control,1083,Winback_P4_Existing_R_bw_13_24_Month_Casual_dusshera_stores_oct_1,217,217,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,9929.00,9929.00,,,,,,,2,2,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.46,0.46,0.00,,,,,,,,,,
2172,Week 42,October,2025-10-13,2025-10-19,Control,1084,N2R_P2_New_Customer_dusshera_stores_oct_1,213,213,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,Week 42,October,2025-10-13,2025-10-19,Control,1085,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_rest_of_india_oct_1,680,680,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,12673.00,12673.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.15,0.15,0.00,,,,,,,,,,
2174,Week 42,October,2025-10-13,2025-10-19,Control,1087,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_rest_of_india_oct_1,876,876,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,18844.00,18844.00,,,,,,,4,4,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.46,0.46,0.00,,,,,,,,,,
2175,Week 42,October,2025-10-13,2025-10-19,Control,1088,N2R_P1_MVC_One_timers_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,57,57,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,Week 42,October,2025-10-13,2025-10-19,Control,1104,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Puja_Stores_Oct_1,222,222,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,12695.00,12695.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.45,0.45,0.00,,,,,,,,,,
2177,Week 42,October,2025-10-13,2025-10-19,Control,1105,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Dusshera_Stores_Oct_1,123,123,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,Week 42,October,2025-10-13,2025-10-19,Control,1106,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,25,25,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,Week 42,October,2025-10-13,2025-10-19,Control,1107,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,66,66,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,Week 42,October,2025-10-13,2025-10-19,Control,1108,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,12,12,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,Week 42,October,2025-10-13,2025-10-19,Control,1109,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Rest_Of_India_Oct_1,1637,1637,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,7694.00,7694.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.06,0.06,0.00,,,,,,,,,,
2182,Week 42,October,2025-10-13,2025-10-19,Control,1110,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Rest_Of_India_Oct_1,146,146,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,10903.00,10903.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.68,0.68,0.00,,,,,,,,,,
2183,Week 42,October,2025-10-13,2025-10-19,Control,1111,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,62,62,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,Week 42,October,2025-10-13,2025-10-19,Control,1112,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,27,27,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,Week 42,October,2025-10-13,2025-10-19,Control,1113,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Dusshera_Stores_Oct_1,15,15,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Week 42,October,2025-10-13,2025-10-19,Control,1114,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Common_Stores_Oct_1,7,7,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,Week 42,October,2025-10-13,2025-10-19,Control,1115,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,116,116,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Week 42,October,2025-10-13,2025-10-19,Control,1116,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Puja_Stores_Oct_1,23,23,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,Week 42,October,2025-10-13,2025-10-19,Control,1117,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,29,29,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,Week 42,October,2025-10-13,2025-10-19,Control,1118,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,101,101,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,9496.00,9496.00,,,,,,,2,2,0,,0,0,0,,2,0.00,1000.00,9496.00,2,,,,,,1.98,1.98,0.00,,,,,,,,,,
2191,Week 42,October,2025-10-13,2025-10-19,Control,1119,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Chath_Stores_Oct_1,2,2,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,Week 42,October,2025-10-13,2025-10-19,Control,1120,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Chath_Stores_Oct_1,48,48,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Week 42,October,2025-10-13,2025-10-19,Control,1121,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,711,711,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,Week 42,October,2025-10-13,2025-10-19,Control,1122,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Common_Stores_Oct_1,122,122,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Week 42,October,2025-10-13,2025-10-19,Control,1123,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,506,506,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,24163.00,24163.00,,,,,,,3,3,0,,0,0,0,,0,649.00,0.00,,0,,,,,,0.59,0.59,0.00,,,,,,,,,,
2196,Week 42,October,2025-10-13,2025-10-19,Control,1138,GoleMkt_mahanagar_Lucknow_15Oct,442,442,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,28647.00,28647.00,,,,,,,5,5,0,,0,0,0,,1,0.00,1090.00,10647.00,1,,,,,,0.90,0.90,0.00,,,,,,,,,,
2197,Week 42,October,2025-10-13,2025-10-19,Control,1139,Sardarpura_jodhpur_15Oct,122,122,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,18652.00,18652.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.82,0.82,0.00,,,,,,,,,,
2198,Week 42,October,2025-10-13,2025-10-19,Control,1142,Red Carpet Activity V4,755,755,0,0,0,0,0,100.00,0.00,0.00,5,5,0,,0,0,0,,70782.00,70782.00,,,,,,,5,5,0,,0,0,0,,1,669.00,238.00,6564.00,1,,,,,,0.66,0.66,0.00,,,,,,,,,,
2199,Week 42,October,2025-10-13,2025-10-19,Control,989,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_dusshera_stores_oct_1,93,93,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,Week 42,October,2025-10-13,2025-10-19,Control,990,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_puja_stores_oct_1,144,144,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,18917.00,18917.00,,,,,,,3,3,0,,0,0,0,,0,0.00,0.00,,0,,,,,,2.08,2.08,0.00,,,,,,,,,,
2201,Week 42,October,2025-10-13,2025-10-19,Control,993,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_chath_stores_oct_1,27,27,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,4074.00,4074.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,3.70,3.70,0.00,,,,,,,,,,
2202,Week 42,October,2025-10-13,2025-10-19,Control,994,Winback_P4_Existing_R_bw_13_24_Month_Casual_common_stores_oct_1,120,120,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,Week 42,October,2025-10-13,2025-10-19,Control,995,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_dusshera_stores_oct_1,24,24,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,Week 42,October,2025-10-13,2025-10-19,Control,996,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,253,253,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,34992.00,34992.00,,,,,,,2,2,0,,0,0,0,,0,1632.00,0.00,,0,,,,,,0.79,0.79,0.00,,,,,,,,,,
2277,Week 43,October,2025-10-20,2025-10-26,Targetted,1000,Reactivation_P5_Reactivation_R_bw_24_36_Months_puja_stores_oct_1,26748,17611,0,0,9137,0,0,65.84,0.00,0.00,29,28,1,,0,0,0,,239036.74,235571.00,3465.74,,,,,,30,29,1,,0,0,0,,0,1808.00,0.00,,0,,,,,,0.16,0.16,0.01,,2360.41,0.00,2360.41,169558.7844,-28064.5067,141494.2777,59.9448,59.9448,-0.0002
2278,Week 43,October,2025-10-20,2025-10-26,Targetted,1001,MVC_P1_MVC_Customers_dusshera_stores_oct_1,3758,1421,124,0,2213,0,723,37.81,0.00,50.88,32,31,1,,21,21,0,,324958.05,321957.00,3001.05,,242485.00,242485.00,,,35,34,1,,24,24,0,,4,8785.00,4242.00,28591.10,5,1,0,1,6844.00,1,2.25,2.18,0.07,,892.20,5242.00,6134.20,143969.8067,96311.0667,240280.8734,269.3128,39.1707,0.0073
2279,Week 43,October,2025-10-20,2025-10-26,Targetted,1002,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_rest_of_india_oct_1,32283,16238,1118,0,14927,0,8728,50.30,0.00,53.75,51,50,1,,35,34,1,,503941.85,461769.41,42172.44,,398759.44,356587.00,42172.44,,54,53,1,,38,37,1,,0,5941.00,0.00,,0,,,,,,0.31,0.31,0.01,,10144.80,0.00,10144.80,305838.9871,15153.7181,320992.7052,31.6411,31.6411,0.0001
2280,Week 43,October,2025-10-20,2025-10-26,Targetted,1003,N2R_P3_Existing_R_bw_1_12_Month_Mix_of_Category_chath_stores_oct_1,596,521,15,0,295,0,229,87.42,0.00,43.95,5,5,0,,2,2,0,,78995.00,78995.00,,,32042.00,32042.00,,,5,5,0,,2,2,0,,0,0.00,0.00,,0,,,,,,0.96,0.96,0.00,,301.71,0.00,301.71,141134.5236,-312788.602,-171654.0784,-568.9373,-568.9373,-0.038
2281,Week 43,October,2025-10-20,2025-10-26,Targetted,1004,MVC_P1_MVC_Customers_common_stores_oct_1,1372,914,68,0,815,0,504,66.62,0.00,55.14,26,26,0,,19,19,0,,234521.00,234521.00,,,179147.00,179147.00,,,27,27,0,,19,19,0,,11,7505.00,15238.00,86310.00,11,,,,,,2.84,2.84,0.00,,559.80,15238.00,15797.80,0,225466.7532,225466.7532,402.763,14.272,
2282,Week 43,October,2025-10-20,2025-10-26,Targetted,1006,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,12754,5634,494,0,6626,0,2675,44.17,0.00,47.48,20,20,0,,12,12,0,,175649.00,175649.00,,,122806.00,122806.00,,,25,25,0,,16,16,0,,1,4930.00,300.00,2295.00,1,,,,,,0.35,0.35,0.00,,3528.60,300.00,3828.60,16270.0906,-19792.1293,-3522.0387,-0.9981,-0.9199,-0.0005
2283,Week 43,October,2025-10-20,2025-10-26,Targetted,1007,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_dusshera_stores_oct_1,2044,715,108,0,1221,0,316,34.98,0.00,44.20,1,1,0,,1,1,0,,6554.00,6554.00,,,6554.00,6554.00,,,1,1,0,,1,1,0,,0,0.00,0.00,,0,,,,,,0.14,0.14,0.00,,458.40,0.00,458.40,0,6560.554,6560.554,14.3119,14.3119,
2284,Week 43,October,2025-10-20,2025-10-26,Targetted,1008,MVC_P1_MVC_Customers_Max_Bill_Value_bw_0_6K_rest_of_india_oct_1,10843,4616,434,0,5793,0,2295,42.57,0.00,49.72,36,36,0,,26,26,0,,445675.00,445675.00,,,341093.00,341093.00,,,43,43,0,,33,33,0,,6,12410.00,3910.00,28486.00,6,,,,,,0.78,0.78,0.00,,2908.20,3910.00,6818.20,230625.6474,-43058.4238,187567.2236,64.496,27.5098,-0.0009
2285,Week 43,October,2025-10-20,2025-10-26,Targetted,1009,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_common_stores_oct_1,2184,1891,109,0,1140,0,745,86.58,0.00,39.40,10,10,0,,2,2,0,,124024.00,124024.00,,,17538.00,17538.00,,,12,12,0,,2,2,0,,0,0.00,0.00,,0,,,,,,0.53,0.53,0.00,,1028.32,0.00,1028.32,0,103583.8109,103583.8109,100.7311,100.7311,
2286,Week 43,October,2025-10-20,2025-10-26,Targetted,1010,Winback_P4_Existing_R_bw_13_24_Month_Casual_rest_of_india_oct_1,78906,37129,4357,0,37420,0,18175,47.05,0.00,48.95,108,106,2,,67,66,1,,895129.79,888665.99,6463.80,,538781.75,535319.00,3462.75,,113,111,2,,71,70,1,,1,10916.00,419.00,2619.00,1,,,,,,0.29,0.29,0.01,,23238.00,419.00,23657.00,-140208.1449,117646.988,-22561.1569,-0.9709,-0.9537,0.0004
2287,Week 43,October,2025-10-20,2025-10-26,Targetted,1011,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_rest_of_india_oct_1,23955,10622,1331,0,12002,0,4601,44.34,0.00,43.32,32,31,1,,20,20,0,,309258.40,306844.99,2413.41,,175814.00,175814.00,,,34,33,1,,22,22,0,,1,5413.00,462.00,2284.00,1,,,,,,0.30,0.29,0.01,,6666.00,462.00,7128.00,334538.291,-502403.0053,-167864.7143,-25.1822,-23.55,-0.0052
2288,Week 43,October,2025-10-20,2025-10-26,Targetted,1012,Bottom_Stores_rest_of_india_Oct_1,35167,20290,2240,0,12637,0,10026,57.70,0.00,49.41,29,29,0,,16,16,0,,235793.04,235793.04,,,121323.00,121323.00,,,29,29,0,,16,16,0,,4,3585.00,6770.00,16228.00,4,,,,,,0.14,0.14,0.00,,12603.60,6770.00,19373.60,0,230963.3486,230963.3486,18.3252,11.9216,
2289,Week 43,October,2025-10-20,2025-10-26,Targetted,1013,Bottom_Stores_chath_stores_Oct_1,11957,6880,615,0,4462,0,3799,57.54,0.00,55.22,20,20,0,,15,15,0,,159537.00,159537.00,,,113571.00,113571.00,,,22,22,0,,16,16,0,,1,513.00,100.00,6638.00,1,,,,,,0.29,0.29,0.00,,4257.60,100.00,4357.60,0,144685.5553,144685.5553,33.9829,33.203,
2290,Week 43,October,2025-10-20,2025-10-26,Targetted,1014,Winback_P4_Existing_R_bw_13_24_Month_Casual_puja_stores_oct_1,13402,6368,725,0,6309,0,3224,47.52,0.00,50.63,22,22,1,1,11,11,1,1,143773.75,142439.00,1334.75,2453.75,82387.75,81053.00,1334.75,2453.75,26,25,1,2,13,12,1,2,2,639.00,698.00,10002.00,2,,,,,,0.35,0.35,0.02,0.02,3976.80,698.00,4674.80,31960.2691,-10564.0527,21396.2164,5.3803,4.5769,-0.0003
2291,Week 43,October,2025-10-20,2025-10-26,Targetted,1015,Bottom_Stores_dusshera_stores_Oct_1,1202,734,81,0,387,0,409,61.06,0.00,55.72,2,2,0,,2,2,0,,32358.00,32358.00,,,32358.00,32358.00,,,2,2,0,,2,2,0,,0,1665.00,0.00,,0,,,,,,0.27,0.27,0.00,,450.00,0.00,450.00,0,32063.5422,32063.5422,71.2523,71.2523,
2292,Week 43,October,2025-10-20,2025-10-26,Targetted,1016,Bottom_Stores_puja_stores_Oct_1,13731,7862,794,0,5075,0,4162,57.26,0.00,52.94,11,11,0,,9,9,0,,69364.00,69364.00,,,53241.00,53241.00,,,11,11,0,,9,9,0,,2,349.00,4024.00,9012.00,2,,,,,,0.14,0.14,0.00,,4878.00,4024.00,8902.00,0,69406.8798,69406.8798,14.2286,7.7968,
2293,Week 43,October,2025-10-20,2025-10-26,Targetted,1017,Bottom_Stores_common_stores_Oct_1,19613,10718,1197,1,7697,0,5397,54.65,0.00,50.35,8,8,0,,4,4,0,,64789.00,64789.00,,,11940.00,11940.00,,,9,9,0,,5,5,0,,0,295.00,0.00,,0,,,,,,0.07,0.07,0.00,,6668.40,0.00,6668.40,0,54009.5503,54009.5503,8.0993,8.0993,
2294,Week 43,October,2025-10-20,2025-10-26,Targetted,1020,MVC_P1_MVC_Customers_who_purchased_suits_jackets_dusshera_stores_oct_1,5404,1675,212,0,3517,0,825,31.00,0.00,49.25,20,20,0,,13,13,0,,139715.00,139715.00,,,78185.00,78185.00,,,20,20,0,,13,13,0,,8,3088.00,9629.00,34930.00,8,,,,,,1.19,1.19,0.00,,1077.60,9629.00,10706.60,0,139243.4619,139243.4619,129.2163,13.0054,
2295,Week 43,October,2025-10-20,2025-10-26,Targetted,1021,Winback_P4_Existing_R_bw_13_24_Month_Formal_puja_stores_oct_1,10178,4755,593,0,4830,0,2341,46.72,0.00,49.23,12,12,0,,8,8,0,,92554.00,92554.00,,,65850.00,65850.00,,,13,13,0,,8,8,0,,0,0.00,0.00,,0,,,,,,0.25,0.25,0.00,,2965.20,0.00,2965.20,144014.942,-94789.5356,49225.4064,16.601,16.601,-0.0028
2296,Week 43,October,2025-10-20,2025-10-26,Targetted,1022,MVC_P1_MVC_Customers_who_purchased_suits_jackets_chath_stores_oct_1,2424,1687,170,0,1321,0,983,69.60,0.00,58.27,30,30,0,,20,20,0,,325907.00,325907.00,,,216463.00,216463.00,,,39,39,0,,26,26,0,,9,10226.00,16719.00,50287.00,9,,,,,,1.78,1.78,0.00,,1035.60,16719.00,17754.60,0,250936.6895,250936.6895,242.3104,14.1336,
2297,Week 43,October,2025-10-20,2025-10-26,Targetted,1023,R2R_P1_MVC_Repeaters_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,9708,4258,313,0,5137,0,2096,43.86,0.00,49.22,124,124,0,,77,77,0,,1400754.01,1400754.01,,,859040.01,859040.01,,,138,138,0,,91,91,0,,34,30927.00,40509.00,230043.00,34,,,,,,2.91,2.91,0.00,,2688.00,40509.00,43197.00,-315524.0912,-687203.8286,-1002727.9198,-373.0387,-23.2129,-0.0159
2298,Week 43,October,2025-10-20,2025-10-26,Targetted,1025,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_common_stores_oct_1,3012,2630,150,0,1608,0,1031,87.32,0.00,39.20,23,23,0,,6,6,0,,291645.10,291645.10,,,42845.00,42845.00,,,36,36,0,,7,7,0,,3,7166.00,5990.00,12062.00,3,1,0,1,6898.00,1,0.87,0.87,0.00,,1415.92,6990.00,8405.92,0,185364.7653,185364.7653,130.9147,22.0517,
