CampaignName,Campaigncode,Campaignsubcode,mastercampaigncode,CustomerType,channel,segmentid,segmentname,campaigntype,CampaignScheduleDate,RoiStartDate,RoiEndDate,IncentiveType,IncentiveOfferCode,IncentiveValue,IncentiveNarration,TotalBase,Delivered,Undelivered,DND,Expired,Failed,Unsubscribe,DeliveryRate,Opened,OpenRate,Clicked,ClickThroughRate,Responder,ResponderSales,ResponderTransaction,ResponderATV,ResponderHitRate,ResponderVisit,ResponderABS,TotalPointIssued,PointsRedeemed,PointsRedeemer,PointsRedeemerSales,PointsRedeemerTransaction,RedeemerVisit,RedeemerHitRate,AmountRedeemer,AmountRedeemerSales,AmountRedeemerTransaction,AmountRedeemerATV,AmountRedeemerABS,CouponIssued,CouponRedeemer,CouponRedeemerSales,CouponRedeemerTransaction,CouponRedeemed,ProductRedeemer,ProductRedeemerSales,ProductRedeemerTransaction,ProductRedeemerATV,ProductRedeemerABS,PerProductRedeemer,GvRedeemer,GVRedeemerSales,GVRedeemerTransaction,GVRedeemerABS,Lift,Shift,IncreamentalSales,CommunicationCost,OfferCost,ROIWithCommunicationCost,ROIWithCommunicationCostAndRewardCost,OfferType,IncrementalHitRate,CostPerResponder,ContentType
mvc_customers_6_10k_festive_12701_2_REM,BROD_BROD_3374,BROD_BROD_3374_2025-10-07,MASTER_CAMPAIGN_3210,Control,WhatsApp,,,Program Promotion,2025-10-07,2025-10-07,2025-10-14,,,0,,75,0,,,,75,,0%,0,,0,,3,42465.0,3,14155,,3,5.0,2168.00,510.00,1,5910.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_customers_6_10k_festive_12701_2
mvc_one_timers_10k_festive_12701_3_REM,BROD_BROD_3375,BROD_BROD_3375_2025-10-07,MASTER_CAMPAIGN_3210,Target,WhatsApp,,,Program Promotion,2025-10-07,2025-10-07,2025-10-14,,,0,,2276,1209,,,,1000,,53.12%,710,58.73%,0,0%,10,81419.0,11,7401.73,0.83%,10,2.64,1303.00,5494.00,3,30059.00,3,3,0.2481%,,,,,,,,,,,,,,,,,,,,,0.0,74274.14,74274.14,1365.60,0,54.3894,54.3894,,0.0083,136.56,mvc_one_timers_10k_festive_12701_3
mvc_one_timers_10k_festive_12701_3_REM,BROD_BROD_3375,BROD_BROD_3375_2025-10-07,MASTER_CAMPAIGN_3210,Control,WhatsApp,,,Program Promotion,2025-10-07,2025-10-07,2025-10-14,,,0,,57,0,,,,57,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,mvc_one_timers_10k_festive_12701_3
mvc_repeaters_10k_festive_12701_4_REM,BROD_BROD_3376,BROD_BROD_3376_2025-10-07,MASTER_CAMPAIGN_3210,Control,WhatsApp,,,Program Promotion,2025-10-07,2025-10-07,2025-10-14,,,0,,246,0,,,,246,,0%,0,,0,,11,121069.0,12,10089.08,,11,3.58,3653.00,5183.00,3,35698.00,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_repeaters_10k_festive_12701_4
mvc_repeaters_10k_festive_12701_4_REM,BROD_BROD_3376,BROD_BROD_3376_2025-10-07,MASTER_CAMPAIGN_3210,Target,WhatsApp,,,Program Promotion,2025-10-07,2025-10-07,2025-10-14,,,0,,10469,5685,,,,4363,,54.3%,3229,56.8%,0,0%,213,2820837.44,256,11018.9,3.75%,228,3.76,63334.00,68056.00,52,426685.00,52,52,0.9147%,,,,,,,,,,,,,,,,,,,,,236285.3935,-451025.6148,-214740.2213,6281.40,0,0.0,0.0,,-0.0072,29.49,mvc_repeaters_10k_festive_12701_4
BlackBerry- SMS_V3S_MALL_LAXMINAGAR_08Oct_12780_final_1130,BROD_BROD_3377,BROD_BROD_3377_2025-10-08,,Control,SMS,1130,VS_MALL_LAXMINAGAR SMS,Program Promotion,2025-10-08,2025-10-08,2025-10-15,,,0,,112,0,112,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,"We're back! Blackberrys V3S Mall Laxminagar store is now open. Fresh drops, sharp fits. Visit us today! Navigate your way ez.easyrz.co/ede41nhr0zfdvt"
BlackBerry- SMS_V3S_MALL_LAXMINAGAR_08Oct_12780_final_1130,BROD_BROD_3377,BROD_BROD_3377_2025-10-08,,Target,SMS,1130,VS_MALL_LAXMINAGAR SMS,Program Promotion,2025-10-08,2025-10-08,2025-10-15,,,0,,6239,3381,215,2403,0,208,32,54.19%,0,0%,0,0%,23,251518.0,28,8982.79,0.68%,24,3.11,5309.00,1330.00,2,6719.00,2,2,0.0592%,,,,,,,,,,,,,,,,,,,,,0.0,206521.5283,206521.5283,811.07,0,254.6285,254.6285,,0.0068,35.26,"We're back! Blackberrys V3S Mall Laxminagar store is now open. Fresh drops, sharp fits. Visit us today! Navigate your way ez.easyrz.co/ede41nhr0zfdvt"
Blackberry_Bottom_Stores_chath_Oct_12828_TEST_474,BROD_BROD_3378,BROD_BROD_3378_2025-10-09,,Target,SMS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,,,0,,2,2,0,0,0,0,0,100%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Chath]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Chath]]
mvc_customers_0_6k_festive_12827_1_TEST_474,BROD_BROD_3379,BROD_BROD_3379_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,4,,,,7,,36.36%,2,50%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_customers_0_6k_festive_12827_1
mvc_customers_6_10k_festive_12827_2 _TEST_474,BROD_BROD_3380,BROD_BROD_3380_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,4,,,,7,,36.36%,2,50%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_customers_6_10k_festive_12827_2
mvc_one_timers_10k_festive_12827_3 _TEST_474,BROD_BROD_3381,BROD_BROD_3381_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,4,,,,7,,36.36%,2,50%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_one_timers_10k_festive_12827_3
mvc_repeaters_10k__chhath_12827_4 _TEST_474,BROD_BROD_3382,BROD_BROD_3382_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,4,,,,7,,36.36%,2,50%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_repeaters_10k__chhath_12827_4
mvc_repeaters_10k_common_12827_5 _TEST_474,BROD_BROD_3383,BROD_BROD_3383_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,2,66.67%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_repeaters_10k_common_12827_5
mvc_repeaters_10k_dussehra_12827_6 _TEST_474,BROD_BROD_3384,BROD_BROD_3384_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_repeaters_10k_dussehra_12827_6
mvc_repeaters_10k_festive_12827_7 _TEST_474,BROD_BROD_3385,BROD_BROD_3385_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_repeaters_10k_festive_12827_7
mvc_repeaters_10k_pujo_12827_8 _TEST_474,BROD_BROD_3386,BROD_BROD_3386_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_repeaters_10k_pujo_12827_8
mvc_suits__jackets_chhath_12827_9 _TEST_474,BROD_BROD_3387,BROD_BROD_3387_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_suits__jackets_chhath_12827_9
mvc_suits__jackets_common_12827_10 _TEST_474,BROD_BROD_3388,BROD_BROD_3388_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_suits__jackets_common_12827_10
mvc_suits__jackets_dussehra_12827_11 _TEST_474,BROD_BROD_3389,BROD_BROD_3389_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_suits__jackets_dussehra_12827_11
mvc_suits__jackets_festive_12827_12 _TEST_474,BROD_BROD_3390,BROD_BROD_3390_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_suits__jackets_festive_12827_12
mvc_suits__jackets_pujo_12827_13 _TEST_474,BROD_BROD_3391,BROD_BROD_3391_2025-10-09,,Target,WhatsApp,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,3,,,,8,,27.27%,3,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,mvc_suits__jackets_pujo_12827_13
Blackberry_Bottom_Stores_chath_Oct_12828_RE_TEST_474,BROD_BROD_3392,BROD_BROD_3392_2025-10-09,,Target,SMS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,,,0,,2,2,0,0,0,0,0,100%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Chath]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Chath]]
Existing_Repeater_1_12_Suits&Jackets_Dussehra_12826_Test,BROD_BROD_3394,BROD_BROD_3394_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,11,0,0,0,0,0,100%,5,45.45%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Existing_OT_1_12_Month_Suits&Jackets_Pujo_12826_Test,BROD_BROD_3395,BROD_BROD_3395_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,10,1,0,0,0,0,90.91%,4,40%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
R2R_Existing_repeat_1_12_Casual_chath_12826_Test,BROD_BROD_3396,BROD_BROD_3396_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,9,2,0,0,0,0,81.82%,3,33.33%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
New_Customer_Pujo_12826_Test,BROD_BROD_3397,BROD_BROD_3397_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,9,2,0,0,0,0,81.82%,3,33.33%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
MVCPush_1_12_HV_15_19_5K_chath_12826_Test,BROD_BROD_3398,BROD_BROD_3398_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,2,2,0,0,0,0,0,100%,1,50%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
N2R_Existing_1_12_Mix_of_Category_chath_12826_Test,BROD_BROD_3399,BROD_BROD_3399_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,7,4,0,0,0,0,63.64%,2,28.57%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
N2R_Existing_OT_1_12_Casual_dusshera_12826_Test,BROD_BROD_3400,BROD_BROD_3400_2025-10-09,,Target,RCS,474,WA_Test,Test campaign,2025-10-09,2025-10-09,2025-10-09,None,,,,11,7,4,0,0,0,0,63.64%,2,28.57%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Blackberry_Bottom_Stores_chath_Oct_12828_REM,BROD_BROD_3401,BROD_BROD_3401_2025-10-09,MASTER_CAMPAIGN_3393,Control,SMS,1013,Bottom_Stores_chath_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,216,0,216,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Chath]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Chath]]
Blackberry_Bottom_Stores_chath_Oct_12828_REM,BROD_BROD_3401,BROD_BROD_3401_2025-10-09,MASTER_CAMPAIGN_3393,Target,SMS,1013,Bottom_Stores_chath_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,12041,7954,65,3049,0,758,215,66.06%,0,0%,0,0%,15,111273.0,16,6954.56,0.19%,15,2.63,2028.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,105101.4835,105101.4835,1565.33,0,67.1433,67.1433,,0.0019,104.36,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Chath]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Chath]]
Blackberry_Bottom_Stores_common_Oct_12828_REM,BROD_BROD_3403,BROD_BROD_3403_2025-10-09,MASTER_CAMPAIGN_3402,Target,SMS,1017,Bottom_Stores_common_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,19748,12925,56,5516,0,965,286,65.45%,0,0%,0,0%,45,483850.05,51,9487.26,0.35%,47,2.98,7175.00,4095.00,6,67729.00,6,6,0.0464%,,,,,,,,,,,,,,,,,,,,,0.0,429179.9243,429179.9243,2567.24,0,167.1756,167.1756,,0.0035,57.05,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Common]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_link_common]]
Blackberry_Bottom_Stores_common_Oct_12828_REM,BROD_BROD_3403,BROD_BROD_3403_2025-10-09,MASTER_CAMPAIGN_3402,Control,SMS,1017,Bottom_Stores_common_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,396,0,396,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Common]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_link_common]]
Blackberry_Bottom_Stores_dusshera_Oct_12828_REM,BROD_BROD_3405,BROD_BROD_3405_2025-10-09,MASTER_CAMPAIGN_3404,Control,SMS,1015,Bottom_Stores_dusshera_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,17,0,17,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Dushera]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Dussera]]
Blackberry_Bottom_Stores_dusshera_Oct_12828_REM,BROD_BROD_3405,BROD_BROD_3405_2025-10-09,MASTER_CAMPAIGN_3404,Target,SMS,1015,Bottom_Stores_dusshera_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,1211,775,1,367,0,60,8,64%,0,0%,0,0%,2,10629.00,2,5314.5,0.26%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.43,0,,,,0.0026,78.72,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Dushera]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Dussera]]
Blackberry_Bottom_Stores_puja_Oct_Oct_12828_REM,BROD_BROD_3407,BROD_BROD_3407_2025-10-09,MASTER_CAMPAIGN_3406,Target,SMS,1016,Bottom_Stores_puja_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,13819,9523,180,3138,0,675,303,68.91%,0,0%,0,0%,30,242975.5,31,7837.92,0.32%,30,3.0,1526.00,4324.00,4,18254.00,4,4,0.042%,,,,,,,,,,,,,,,,,,,,,0.0,238849.6389,238849.6389,1796.47,0,132.955,132.955,,0.0032,59.88,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Puja]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Puja]]
Blackberry_Bottom_Stores_puja_Oct_Oct_12828_REM,BROD_BROD_3407,BROD_BROD_3407_2025-10-09,MASTER_CAMPAIGN_3406,Control,SMS,1016,Bottom_Stores_puja_stores_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,271,0,271,0,0,0,0,0%,0,,0,,,,,,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_Puja]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_Puja]]
Bottom_Stores_rest_of_india_Oct_12745_Final_1012_REM,BROD_BROD_3409,BROD_BROD_3409_2025-10-09,MASTER_CAMPAIGN_3408,Control,SMS,1012,Bottom_Stores_rest_of_india_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,723,0,723,0,0,0,0,0%,0,,0,,3,8812.0,3,2937.33,,3,1.33,0.00,208.00,1,3758.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_ROI]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_ROI]]
Bottom_Stores_rest_of_india_Oct_12745_Final_1012_REM,BROD_BROD_3409,BROD_BROD_3409_2025-10-09,MASTER_CAMPAIGN_3408,Target,SMS,1012,Bottom_Stores_rest_of_india_Oct_1,Program Promotion,2025-10-09,2025-10-09,2025-10-16,,,0,,35406,21018,107,12155,0,1691,435,59.36%,0,0%,0,0%,64,529678.6,73,7255.87,0.3%,66,2.4,4929.00,4863.00,5,34613.00,5,5,0.0238%,,,,,,,,,,,,,,,,,,,,,372145.0023,-167754.2632,204390.7391,4602.78,0,44.4059,44.4059,,-0.0011,71.92,Festive buzz is here! Get 100+ New Styles at Blackberrys [[Custom_Store_Name_ROI]] store & 5% cashback with SBI Credit Card. Shop now [[Custom_Store_Link_ROI]]
mvc_customers_0_6k_festive_12827_1_REM,BROD_BROD_3410,BROD_BROD_3410_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1008,MVC_P1_MVC_Customers_Max_Bill_Value_bw_0_6K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,233,0,,,,233,,0%,0,,0,,2,8397.0,2,4198.5,,2,1.5,587.00,0.00,0,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_customers_0_6k_festive_12827_1
mvc_customers_0_6k_festive_12827_1_REM,BROD_BROD_3410,BROD_BROD_3410_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1008,MVC_P1_MVC_Customers_Max_Bill_Value_bw_0_6K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,11038,5442,,,,5083,,49.3%,3030,55.68%,0,0%,65,615961.18,71,8675.51,1.19%,68,3.13,7312.00,4341.00,7,28553.00,7,7,0.1286%,,,,,,,,,,,,,,,,,,,,,209529.4404,155800.0139,365329.4543,6622.80,0,55.1624,55.1624,,0.0033,101.89,mvc_customers_0_6k_festive_12827_1
mvc_customers_6_10k_festive_12827_2_REM,BROD_BROD_3411,BROD_BROD_3411_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1050,MVC_P1_MVC_Customers_Max_Bill_Value_bw_6_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,3262,1743,,,,1400,,53.43%,1054,60.47%,0,0%,84,825571.27,95,8690.22,4.82%,88,2.87,18870.00,12601.00,16,83283.00,16,16,0.918%,,,,,,,,,,,,,,,,,,,,,8712.4029,116632.3116,125344.7145,1957.20,0,64.0429,64.0429,,0.0077,23.3,mvc_customers_6_10k_festive_12827_2
mvc_customers_6_10k_festive_12827_2_REM,BROD_BROD_3411,BROD_BROD_3411_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1050,MVC_P1_MVC_Customers_Max_Bill_Value_bw_6_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,74,0,,,,74,,0%,0,,0,,3,42834.0,5,8566.8,,4,2.8,2934.00,510.00,1,5910.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_customers_6_10k_festive_12827_2
mvc_one_timers_10k_festive_12827_3_REM,BROD_BROD_3412,BROD_BROD_3412_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1088,N2R_P1_MVC_One_timers_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,2267,1168,,,,1017,,51.52%,671,57.45%,0,0%,11,136997.0,12,11416.42,0.94%,11,3.92,872.00,9764.00,6,74186.00,6,6,0.5137%,,,,,,,,,,,,,,,,,,,,,0.0,125343.1585,125343.1585,1360.20,0,92.1505,92.1505,,0.0094,123.65,mvc_one_timers_10k_festive_12827_3
mvc_one_timers_10k_festive_12827_3_REM,BROD_BROD_3412,BROD_BROD_3412_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1088,N2R_P1_MVC_One_timers_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,57,0,,,,57,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,mvc_one_timers_10k_festive_12827_3
mvc_repeaters_10k__chhath_12827_4_REM,BROD_BROD_3413,BROD_BROD_3413_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1071,MVC_P1_MVC_Customers_Chath_Stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,8,0,,,,8,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,mvc_repeaters_10k__chhath_12827_4
mvc_repeaters_10k__chhath_12827_4_REM,BROD_BROD_3413,BROD_BROD_3413_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1071,MVC_P1_MVC_Customers_Chath_Stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,474,280,,,,170,,59.07%,175,62.5%,0,0%,3,29517.0,4,7379.25,1.07%,3,3.0,488.00,2300.00,2,9372.00,3,2,0.7143%,,,,,,,,,,,,,,,,,,,,,0.0,22108.233,22108.233,284.40,0,77.7364,77.7364,,0.0107,94.8,mvc_repeaters_10k__chhath_12827_4
mvc_repeaters_10k_common_12827_5_REM,BROD_BROD_3414,BROD_BROD_3414_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1004,MVC_P1_MVC_Customers_common_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,20,0,,,,20,,0%,0,,0,,1,4209.0,1,4209,,1,1.0,295.00,0.00,0,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_repeaters_10k_common_12827_5
mvc_repeaters_10k_common_12827_5_REM,BROD_BROD_3414,BROD_BROD_3414_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1004,MVC_P1_MVC_Customers_common_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,1419,754,,,,605,,53.14%,466,61.8%,0,0%,19,270043.0,24,11251.79,2.52%,21,4.0,7829.00,9458.00,9,99426.00,9,9,1.1936%,,,,,,,,,,,,,,,,,,,,,265513.183,-210399.4716,55113.7114,851.40,0,64.733,64.733,,-0.0248,44.81,mvc_repeaters_10k_common_12827_5
mvc_repeaters_10k_dussehra_12827_6_REM,BROD_BROD_3415,BROD_BROD_3415_2025-10-10,MASTER_CAMPAIGN_3210,Control,WhatsApp,1001,MVC_P1_MVC_Customers_dusshera_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,68,0,,,,68,,0%,0,,0,,1,6318.0,1,6318,,1,2.0,393.00,700.00,1,6318.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,mvc_repeaters_10k_dussehra_12827_6
mvc_repeaters_10k_dussehra_12827_6_REM,BROD_BROD_3415,BROD_BROD_3415_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1001,MVC_P1_MVC_Customers_dusshera_stores_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,3915,1933,,,,1805,,49.37%,1114,57.63%,0,0%,55,618641.87,65,9517.57,2.85%,58,3.32,10175.00,15683.00,13,82533.00,13,13,0.6725%,,,,,,,,,,,,,,,,,,,,,90916.1015,253884.9868,344801.0883,2349.00,0,146.7863,146.7863,,0.0138,42.71,mvc_repeaters_10k_dussehra_12827_6
mvc_repeaters_10k_festive_12827_7_REM,BROD_BROD_3416,BROD_BROD_3416_2025-10-10,MASTER_CAMPAIGN_3210,Target,WhatsApp,1023,R2R_P1_MVC_Repeaters_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,Program Promotion,2025-10-10,2025-10-10,2025-10-17,,,0,,10350,5323,,,,4640,,51.43%,3057,57.43%,0,0%,248,3734638.67,295,12659.79,4.66%,267,4.22,87072.00,59291.00,51,519441.00,51,51,0.9581%,,,,,,,,,,,,,,,,,,,,,747291.1527,-1017559.7388,-270268.5861,6210.00,0,0.0,0.0,,-0.0151,25.04,mvc_repeaters_10k_festive_12827_7
